ts,sessionId,event,payload
2025-09-14T12:39:14.287Z,4db47d86-cd29-45b3-ba09-5483224eec64,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T12:39:17.761Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":3462}
2025-09-14T12:39:21.906Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_002";"selected":0;"correct":false;"rtMs":4142}
2025-09-14T12:39:27.837Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":5926}
2025-09-14T12:39:30.588Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_004";"selected":0;"correct":true;"rtMs":2742}
2025-09-14T12:39:33.312Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_005";"selected":0;"correct":true;"rtMs":2718}
2025-09-14T12:39:37.243Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_006";"selected":2;"correct":false;"rtMs":3915}
2025-09-14T12:39:38.945Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_007";"selected":0;"correct":true;"rtMs":1684}
2025-09-14T12:39:39.790Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_008";"selected":0;"correct":false;"rtMs":828}
2025-09-14T12:39:40.741Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_009";"selected":1;"correct":false;"rtMs":947}
2025-09-14T12:39:41.567Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_010";"selected":1;"correct":true;"rtMs":823}
2025-09-14T12:39:42.820Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_011";"selected":2;"correct":false;"rtMs":1241}
2025-09-14T12:39:43.375Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r5_012";"selected":1;"correct":false;"rtMs":548}
2025-09-14T12:39:44.446Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_001";"selected":0;"correct":false;"rtMs":1053}
2025-09-14T12:39:45.276Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_002";"selected":2;"correct":true;"rtMs":815}
2025-09-14T12:39:45.984Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_003";"selected":1;"correct":true;"rtMs":707}
2025-09-14T12:39:46.571Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_004";"selected":0;"correct":false;"rtMs":579}
2025-09-14T12:39:47.354Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_005";"selected":3;"correct":false;"rtMs":778}
2025-09-14T12:39:47.959Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_006";"selected":2;"correct":true;"rtMs":599}
2025-09-14T12:39:48.765Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_007";"selected":1;"correct":false;"rtMs":802}
2025-09-14T12:39:49.466Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_008";"selected":0;"correct":false;"rtMs":689}
2025-09-14T12:39:50.278Z,4db47d86-cd29-45b3-ba09-5483224eec64,answer_submitted,{"itemId":"r7_008";"selected":1;"correct":true;"rtMs":1501}
2025-09-14T12:43:36.579Z,8876dc8c-1221-42e5-b387-2f49da6822f8,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T12:43:38.379Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":1785}
2025-09-14T12:43:38.885Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_002";"selected":1;"correct":true;"rtMs":502}
2025-09-14T12:43:39.502Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":605}
2025-09-14T12:43:39.959Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_004";"selected":0;"correct":true;"rtMs":448}
2025-09-14T12:43:40.481Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_005";"selected":1;"correct":false;"rtMs":519}
2025-09-14T12:43:40.904Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_006";"selected":0;"correct":true;"rtMs":406}
2025-09-14T12:43:41.718Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_007";"selected":1;"correct":false;"rtMs":803}
2025-09-14T12:43:42.079Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_008";"selected":0;"correct":false;"rtMs":351}
2025-09-14T12:43:42.455Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_009";"selected":0;"correct":true;"rtMs":357}
2025-09-14T12:43:42.728Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_010";"selected":0;"correct":false;"rtMs":265}
2025-09-14T12:43:42.925Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_011";"selected":0;"correct":true;"rtMs":194}
2025-09-14T12:43:43.331Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r5_012";"selected":1;"correct":false;"rtMs":402}
2025-09-14T12:43:43.631Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_001";"selected":1;"correct":false;"rtMs":283}
2025-09-14T12:43:44.159Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_002";"selected":1;"correct":false;"rtMs":513}
2025-09-14T12:43:44.356Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_003";"selected":1;"correct":true;"rtMs":194}
2025-09-14T12:43:44.763Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_004";"selected":0;"correct":false;"rtMs":400}
2025-09-14T12:43:45.381Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_005";"selected":2;"correct":true;"rtMs":601}
2025-09-14T12:43:45.862Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_006";"selected":3;"correct":false;"rtMs":465}
2025-09-14T12:43:46.496Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_007";"selected":1;"correct":false;"rtMs":616}
2025-09-14T12:43:47.236Z,8876dc8c-1221-42e5-b387-2f49da6822f8,answer_submitted,{"itemId":"r7_008";"selected":0;"correct":false;"rtMs":735}
2025-09-14T12:43:49.422Z,8876dc8c-1221-42e5-b387-2f49da6822f8,assessment_finished,{"raw":9;"scaled":230;"cefr":"A2";"durationMs":12843}
2025-09-14T12:53:46.259Z,b334ec4d-fe77-4ba5-93a3-2836e8eb3f52,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T12:53:47.161Z,b334ec4d-fe77-4ba5-93a3-2836e8eb3f52,answer_submitted,{"itemId":"r5_001";"selected":1;"correct":false;"rtMs":895}
2025-09-14T12:56:11.528Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,assessment_started,{"ua":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/139.0.0.0 Safari/537.36"}
2025-09-14T12:56:12.417Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_001";"selected":0;"correct":true;"rtMs":883}
2025-09-14T12:56:13.595Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_002";"selected":1;"correct":true;"rtMs":1039}
2025-09-14T12:56:14.168Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_003";"selected":0;"correct":true;"rtMs":446}
2025-09-14T12:56:14.710Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_004";"selected":1;"correct":false;"rtMs":406}
2025-09-14T12:56:15.163Z,9ef2e69f-4e47-4d71-ad5e-d59ae403b315,answer_submitted,{"itemId":"r5_005";"selected":0;"correct":true;"rtMs":324}
